n,m,range,seed,mean,variance,period,chi,kp,km
21981,57353,35372,21422,2152533164.2411,1534812996028230967.5906,35373,4.2951,0.0009,0.0037
26292,37745,11453,29256,2153618991.3841,1529538075762524708.671,11454,8.6332,0.0037,0.006
4568,99287,94719,22937,2145620389.7162,1536703477604423934.6357,94720,16.9354,0.002,0.001
30439,93733,63294,31978,2142750022.2547,1539719867747244121.4527,63295,2.0217,0.0029,0.0012
999,98843,97844,28947,2129508490.5662,1535911950638607208.2324,97845,28.0686,0.0071,0.000
16775,41701,24926,15783,2155878579.5392,1528057923980044523.0249,24927,10.9339,0.0009,0.0051
20306,46115,25809,17595,2139822747.6923,1544873619563379424.671,25810,5.1833,0.0054,0.0015
3934,21716,17782,10015,2148496282.2345,1545636936315225729.7584,17783,5.9568,0.003,0.0045
12336,104888,92552,20406,2149036419.1768,1535182254092446822.6574,92553,11.2996,0.001,0.0015
4696,35213,30517,30491,2157670831.0781,1546533755011982446.3609,30518,4.1403,0.0003,0.0051
25339,121772,96433,7643,2146018698.5227,1534064603900110769.718,96434,8.4298,0.0028,0.0016
23139,117244,94105,14280,2139805786.7554,1531145446661707618.6192,94106,7.8726,0.004,0.0005
23188,115699,92511,29591,2150087194.9888,1534326260852622291.8198,92512,6.191,0.0014,0.0021
28819,37919,9100,26242,2143459328.5277,1523718667161080092.2343,9101,4.0618,0.0057,0.0048
2804,90999,88195,14415,2151721311.9297,1538785318310579014.6953,88196,3.2669,0.0006,0.003
9325,64135,54810,4146,2155387180.6945,1531638437908065205.7895,54811,7.2871,0.0005,0.0042
26114,36415,10301,12078,2120969060.2222,1534778690331514416.8393,10302,10.0075,0.0142,0.0003
12795,20549,7754,13134,2124363509.909,1542186777172566535.4065,7755,7.7932,0.0133,0.0024
29049,38507,9458,7469,2113821379.8838,1512495154084168117.9399,9459,24.4684,0.0148,0.0001
20987,71934,50947,3249,2141962020.6384,1532241981364194752.7416,50948,7.8919,0.0046,0.0009
655,92575,91920,22011,2151943282.002,1551026723099485752.0114,91921,17.9956,0.0019,0.0034
5383,32994,27611,15355,2157243003.0654,1524413673851100823.8725,27612,8.7542,0.0021,0.0058
30937,127490,96553,6194,2153491825.4047,1538978054740821808.9242,96554,5.459,0.0006,0.0029
10711,103923,93212,1053,2150989084.1254,1544797001216946823.9696,93213,11.7005,0.0013,0.0036
14899,29538,14639,5609,2144933557.0781,1541503460213627126.2709,14640,6.7188,0.005,0.0032
18306,29403,11097,28462,2165955875.5519,1527727263749407722.4189,11098,26.0409,0.0041,0.011
25801,92859,67058,2876,2160432980.4884,1537800155306512600.8344,67059,12.4044,0.0002,0.0061
13756,30666,16910,6568,2155570682.0051,1549685425435663304.542,16911,2.5958,0.003,0.005
7579,59897,52318,20982,2143417863.52,1525090049608731414.0834,52319,13.410,0.0041,0.0018
9101,56272,47171,21213,2153783120.0664,1537973294165573896.0655,47172,4.8964,0.0013,0.0038
31230,121894,90664,25943,2145266485.5515,1537790907811664217.1768,90665,4.1567,0.0016,0.0008
28819,43020,14201,5159,2147293668.4142,1526851773521287998.7055,14202,15.5173,0.0067,0.0057
19821,115108,95287,19544,2148114548.9274,1537119195147092842.236,95288,0.6565,0.0009,0.0015
22211,58398,36187,21813,2135891600.6778,1527855658164408586.2278,36188,6.2324,0.0066,0.0009
22028,69531,47503,31344,2141142316.311,1541133291945208112.5184,47504,5.2439,0.0038,0.0008
28223,53430,25207,17745,2136707575.1369,1541581368551433904.5561,25208,10.9146,0.0061,0.0015
5516,101123,95607,16388,2148301971.0294,1538523568740192805.7852,95608,5.4516,0.0008,0.0015
27770,75412,47642,1152,2152831824.375,1535372371599164445.0926,47643,6.4983,0.0011,0.0034
9772,91753,81981,21336,2153237383.6936,1537941423108114408.26,81982,5.9647,0.0003,0.0028
31247,55696,24449,12788,2144753407.3336,1539380103656218908.7159,24450,10.7811,0.0055,0.002
23330,60993,37663,17142,2159117130.2052,1554983395074452211.3245,37664,10.6179,0.0017,0.0069
32552,95115,62563,25577,2141745470.4897,1542942934280629920.4368,62564,3.243,0.004,0.0013
8301,106686,98385,29226,2149815398.0868,1539554154520107295.8855,98386,4.5624,0.0009,0.0018
29411,71457,42046,15170,2145765269.5154,1544277861974144786.2154,42047,12.3741,0.0054,0.0029
9737,101322,91585,15336,2147053205.9722,1541627767230238810.6088,91586,4.1825,0.0018,0.0017
7777,83571,75794,6918,2136324985.4377,1534437405161163111.4004,75795,10.6325,0.006,0.0005
32136,47267,15131,13401,2159767841.702,1539027911099670645.6879,15132,16.6111,0.0033,0.0076
27244,101103,73859,10421,2147698723.5534,1540127982946932893.8206,73860,5.106,0.0017,0.002
22074,109894,87820,11888,2144770648.572,1542017271242854554.1494,87821,6.4054,0.0031,0.0014
28574,47227,18653,10938,2149613779.241,1539678427635371761.0456,18654,2.7806,0.0021,0.0033
14702,36591,21889,7042,2134185212.5277,1539382357815192561.4742,21890,8.7752,0.0064,0.0011
10956,89214,78258,32523,2151986126.7749,1530678728641337825.8682,78259,9.0254,0.0015,0.004
18876,50849,31973,32037,2146766805.7084,1535237799667980024.6074,31974,20.1804,0.003,0.0046
17037,82662,65625,32290,2142794734.6258,1533568889929319931.5295,65626,7.3676,0.0037,0.0009
3296,14405,11109,30672,2128842236.241,1550944787217359977.113,11110,8.1517,0.0089,0.0038
17295,65446,48151,2123,2135068658.664,1535137203488900296.0199,48152,18.755,0.0069,0.0014
12580,92773,80193,32299,2147820469.5906,1543622805218826370.6932,80194,5.4257,0.0021,0.0021
26262,51330,25068,19082,2155232216.2403,1550060409372142326.408,25069,5.238,0.0026,0.0052
27595,96313,68718,14153,2153843789.6432,1534661878027517960.4957,68719,14.9789,0.0003,0.0049
29295,31325,2030,30969,2158736159.001,1544411061903799121.5303,2031,12.7436,0.0073,0.0138
31523,58934,27411,31427,2151582337.8563,1539125757861545918.2649,27412,4.5063,0.0012,0.0036
16749,67104,50355,32149,2159641774.7025,1539317441218330570.4291,50356,20.2391,0.0006,0.0062
28929,108471,79542,10202,2152626102.3796,1542660898049999540.8096,79543,5.8187,0.0009,0.003
31893,111768,79875,18316,2149134002.7656,1537592238626030579.0844,79876,2.1729,0.0006,0.0015
930,24195,23265,9287,2130650240.8058,1549599029131877463.0657,23266,11.0265,0.0072,0.0007
2483,7951,5468,6425,2158599706.4911,1566164351808701350.6057,5469,11.1315,0.0067,0.0154
1647,18683,17036,2673,2147579606.8965,1537668407288549380.2393,17037,7.1855,0.0034,0.0056
10125,11541,1416,18547,2136869964.9485,1506179988152677734.4427,1417,8.686,0.0206,0.0149
17708,46317,28609,5076,2152152773.6109,1543657555112367905.0805,28610,4.3779,0.0023,0.0048
26489,91573,65084,24383,2151074023.4021,1543207735217805916.3706,65085,9.226,0.0012,0.0035
21390,106157,84767,12290,2159919713.1308,1542209590104132224.2979,84768,14.9041,0.0001,0.0053
29167,116591,87424,15751,2158246468.2327,1536752351255693715.907,87425,8.1602,0.0005,0.0046
12253,102333,90080,31059,2149519228.4325,1534765063623509243.7895,90081,2.282,0.0013,0.0018
32558,96060,63502,24424,2142690318.7043,1534802886061464356.0589,63503,7.7806,0.0028,0.0004
17359,116324,98965,1824,2155707541.6324,1539169992416149063.7898,98966,9.7352,0.000,0.0035
6526,103047,96521,28855,2149915680.1726,1540234076486511219.1608,96522,6.8279,0.0011,0.0024
20810,61052,40242,31345,2138447746.2226,1524203601106748591.8213,40243,9.2251,0.0045,0.0021
14688,53514,38826,31290,2157096755.7877,1528246458315981848.1273,38827,12.4691,0.0008,0.0069
9118,22924,13806,1621,2147445505.1497,1518608626511277485.07,13807,4.6155,0.0051,0.0052
21657,67819,46162,14464,2152358775.4762,1549286824584238740.6817,46163,4.9909,0.0015,0.0049
10326,30007,19681,24669,2171895552.0123,1516557162157328958.5677,19682,25.8516,0.0029,0.0145
14056,41134,27078,26693,2132137400.4905,1532632866109106005.4654,27079,10.4993,0.0074,0.0008
22389,50823,28434,3773,2153568802.4863,1532979606531602819.49,28435,7.203,0.0012,0.0047
18927,102617,83690,14642,2144780824.6645,1537789559282926094.9436,83691,7.5737,0.0022,0.001
16440,103640,87200,22889,2133628317.4787,1540220396584527498.0537,87201,18.4427,0.0053,0.000
13215,87060,73845,25331,2145731227.7374,1540492148754340117.5672,73846,13.0378,0.0024,0.002
25790,106772,80982,5502,2148487929.3326,1545305480115169719.8881,80983,7.4721,0.002,0.002
25002,58782,33780,11703,2134866694.5093,1533440152968651789.6511,33781,11.8521,0.007,0.0004
3477,61497,58020,20742,2144422562.9602,1538182193593038149.1748,58021,7.6159,0.0027,0.0015
13928,93639,79711,9432,2143243515.1178,1530598632727229068.0421,79712,10.3749,0.0045,0.0012
12999,86424,73425,23184,2149395567.9878,1539069606338749074.2626,73426,2.3578,0.001,0.0018
29877,74509,44632,23594,2143607861.6348,1539642364816044247.2659,44633,15.9397,0.0029,0.0024
4545,39842,35297,24002,2137649527.9742,1530072372008616309.8058,35298,4.7733,0.0047,0.0006
15457,104540,89083,16344,2146026480.6781,1543315639259699548.3411,89084,7.3821,0.0024,0.0018
18508,62848,44340,8094,2156120947.7857,1529925666270566967.0633,44341,12.5561,0.0003,0.0051
32245,124651,92406,15629,2153836622.2555,1539208904227177504.1996,92407,5.2997,0.0001,0.0027
31694,54389,22695,25525,2155348941.3082,1519050901654168703.8036,22696,17.574,0.0027,0.0078
23427,75044,51617,15021,2157859928.6461,1531770565503600833.4076,51618,11.2326,0.0002,0.0059
28028,54098,26070,13101,2146357429.2411,1536051650902810493.8191,26071,12.0849,0.0036,0.0036
4389,98430,94041,16868,2146576175.9338,1543872169324384990.9527,94042,8.8854,0.0026,0.0022
805,90594,89789,8966,2149641065.7751,1532894066201233823.7922,89790,4.9858,0.0011,0.0019
7620,12075,4455,24434,2078061934.6526,1527899895222630943.5176,4456,17.868,0.0287,0.0004
23098,123069,99971,16296,2149515642.0407,1535932840143850034.6852,99972,3.2229,0.0005,0.0012
30449,51849,21400,2286,2145719875.3537,1533875061849259198.3236,21401,11.3895,0.0044,0.0035
7911,88597,80686,6089,2165653033.3944,1540839603505085381.8026,80687,22.1946,0.000,0.0062
12170,81588,69418,16281,2145141515.205,1537328805238611909.3696,69419,6.1523,0.002,0.001
8898,74680,65782,6031,2149134746.6475,1536931348033199948.5819,65783,8.3521,0.0012,0.0029
23761,93263,69502,28886,2138284595.0322,1542943471641001214.5798,69503,12.3542,0.0052,0.0002
10928,51907,40979,10450,2163460662.7996,1538068716116302334.1348,40980,9.8524,0.0002,0.0074
18379,65446,47067,11782,2140308109.0962,1525454166663178175.6227,47068,9.5222,0.0042,0.0013
16890,95124,78234,15954,2148838630.316,1536795350702905382.3528,78235,6.2735,0.001,0.0015
16147,39462,23315,13386,2177306178.2116,1528777133166207603.8091,23316,23.8565,0.0001,0.0107
5896,82958,77062,11376,2141525897.3646,1536068006256703779.9605,77063,17.2735,0.0053,0.0007
2803,35186,32383,12849,2152571356.1482,1538190288886846955.3239,32384,3.8501,0.0011,0.0028
23600,107722,84122,4378,2142160272.6642,1534512372426880360.3372,84123,4.3855,0.0034,0.0004
29598,104751,75153,22726,2145132000.0081,1543302507491609900.854,75154,12.0264,0.0034,0.0025
25193,81197,56004,172,2131727817.1346,1550845294495994833.7364,56005,36.7419,0.0079,0.0009
23002,101608,78606,13311,2135094146.6092,1544895801543035651.6815,78607,21.2447,0.0049,0.000
19713,30829,11116,9338,2143993064.1798,1563323310977580818.4834,11117,5.8893,0.007,0.0055
29668,119410,89742,9975,2154000120.7222,1536764203509694574.8083,89743,8.5969,0.0008,0.0034
31564,67787,36223,28556,2153885268.0936,1548367928837900457.1343,36224,5.6652,0.0012,0.0048
185,91165,90980,4503,2138745525.3303,1545187827858798598.7006,90981,12.0985,0.0045,0.0005
9786,95353,85567,24442,2156932305.5942,1533265579328075632.1873,85568,13.4713,0.0003,0.0048
3783,96996,93213,24555,2144995155.0229,1541354020367180000.7064,93214,13.6876,0.0027,0.0012
2102,96365,94263,26551,2148927152.4721,1538209886442218093.3422,94264,9.7239,0.0012,0.0019
24604,44189,19585,27991,2155037542.486,1551520359850319658.4648,19586,5.4952,0.0021,0.0064
13497,97062,83565,12679,2149660535.3179,1535408145220351051.7138,83566,1.9416,0.0006,0.0016
14429,96472,82043,9838,2138604073.9799,1536430749588674520.1658,82044,7.6815,0.0038,0.0008
23082,24904,1822,16300,2080337242.2057,1491504065722553464.4267,1823,9.6394,0.0339,0.0017
22454,87093,64639,15282,2149811791.2149,1541201826908855348.137,64640,10.8505,0.0013,0.0029
30107,65552,35445,14195,2159906293.6723,1531288667214618405.0915,35446,10.0096,0.0007,0.0064
13828,74251,60423,26457,2148396735.9425,1535587814924044861.6544,60424,6.6192,0.0013,0.0017
25106,92587,67481,13707,2150276144.8896,1541413227482896274.9157,67482,13.0722,0.0016,0.0025
26814,76781,49967,26083,2151242932.0437,1538992485792370638.6851,49968,7.018,0.002,0.0028
15126,58961,43835,26514,2153570062.2656,1534922226623550129.0067,43836,4.2205,0.0004,0.0033
30066,86794,56728,12227,2147570816.298,1546319402811028256.5082,56729,6.2682,0.0029,0.0023
26523,96435,69912,12408,2146720470.9419,1540881951456537826.1686,69913,5.1782,0.0019,0.0012
20394,68369,47975,21821,2141559426.5025,1532744205562501790.2882,47976,12.5737,0.004,0.0018
30026,110936,80910,28628,2151947980.535,1532335193486387018.0913,80911,5.7133,0.001,0.0028
8147,57614,49467,31429,2159576477.1984,1551243340732815124.0559,49468,15.526,0.0019,0.0067
19252,77499,58247,1009,2133007822.5614,1530502119506591390.1969,58248,8.4596,0.0062,0.0002
1993,41167,39174,24813,2152299219.2037,1534269068767841875.9443,39175,8.3629,0.0011,0.0041
3778,43561,39783,3626,2152697579.3045,1542800180718714378.9152,39784,6.2986,0.0016,0.0048
10147,73563,63416,30876,2144978112.1904,1542169888465919428.0676,63417,6.5977,0.0024,0.001
3505,48311,44806,6014,2142700555.9774,1547186612645389111.1637,44807,20.922,0.0048,0.0025
278,24060,23782,403,2147751925.9812,1545645497399918973.0227,23783,1.3831,0.0027,0.0032
4190,32385,28195,14459,2153490267.2943,1549158541293406911.2487,28196,3.9957,0.0014,0.0044
12661,59038,46377,15433,2146314963.8919,1537776347798266896.8203,46378,11.1764,0.0027,0.0022
11105,41358,30253,16848,2157596532.7194,1538124447587711677.8406,30254,4.7026,0.0002,0.0045
23733,42749,19016,17111,2138792980.585,1533913939551871597.4133,19017,6.9015,0.0049,0.0003
26988,30551,3563,25090,2132214449.6908,1523539308664601705.6771,3564,6.0476,0.0106,0.0049
9060,42737,33677,17405,2136324763.7267,1541457659829673174.4676,33678,12.3203,0.0056,0.000
18248,104703,86455,29320,2145208796.9709,1538805270554125626.7088,86456,10.0229,0.0023,0.0014
30179,124288,94109,26219,2146465639.8762,1535162559475104767.3583,94110,8.7289,0.002,0.0011
21978,23276,1298,4227,2085215036.2664,1538696756275544943.401,1299,8.2682,0.0259,0.0007
20004,66924,46920,28310,2152118108.3089,1542777541093012705.1173,46921,17.3091,0.0018,0.0045
30170,87598,57428,32335,2147627746.1256,1544275963715576367.3124,57429,10.5715,0.0025,0.0026
9839,11104,1265,24371,2246618431.8412,1457068245137881992.6328,1266,14.7742,0.0052,0.0434
19869,38715,18846,11718,2173652473.3291,1564531053559294210.4363,18847,22.6201,0.0027,0.0122
21035,104788,83753,19887,2146662273.5349,1537566369949494717.6905,83754,4.9448,0.0024,0.0016
30215,62719,32504,28450,2162167372.9651,1538626384455476217.3565,32505,8.6261,0.000,0.0056
25608,96691,71083,29816,2147910751.1176,1543235962773092503.3028,71084,13.6301,0.0025,0.002
6055,20378,14323,9822,2149852376.5271,1513868871538244987.2884,14324,6.7087,0.0046,0.0064
12539,71778,59239,29276,2146310911.3274,1539925945006786842.7509,59240,6.8347,0.0013,0.0009
18631,111024,92393,20175,2153689542.4985,1542511073789962314.1862,92394,8.6293,0.0002,0.0038
21178,104652,83474,204,2144757000.4679,1536868580710593633.1507,83475,8.8964,0.0021,0.0008
2285,28096,25811,21936,2135819228.1939,1541140359939768995.7914,25812,17.8941,0.0063,0.000
20153,85130,64977,6580,2147642065.1849,1532531968523198970.6842,64978,5.5662,0.0016,0.002
19442,79069,59627,14589,2133954958.9012,1535803582269483458.3924,59628,17.1632,0.0051,0.0002
10910,110563,99653,13839,2151751737.646,1535876195919612667.1944,99654,4.2858,0.0004,0.0033
12282,87355,75073,9056,2147973220.3522,1536503439882112101.0536,75074,6.0087,0.0017,0.0016
11597,22058,10461,30411,2154449010.759,1542439422097463479.0411,10462,3.0684,0.0015,0.0066
9653,11772,2119,19076,2179744721.5604,1530840126223746810.7671,2120,9.5506,0.0054,0.0197
24563,48597,24034,6413,2129085543.2104,1529592053867853385.7121,24035,10.8423,0.0084,0.0008
24254,103652,79398,18220,2149050263.7093,1531950170891195024.7193,79399,5.3737,0.0013,0.0021
23512,75948,52436,25209,2146744162.6296,1539311110748026962.1707,52437,6.6556,0.002,0.0015
5254,70393,65139,11150,2144027239.0132,1538209827618072148.099,65140,11.7965,0.0045,0.0009
21730,74615,52885,31338,2153780646.4019,1531730181229649451.8981,52886,13.7061,0.0014,0.0046
26604,30330,3726,26721,2155052293.5192,1520547249163350004.8066,3727,6.5864,0.0089,0.0129
29118,87017,57899,11664,2149102731.8222,1529783719581816096.4718,57900,8.4911,0.0019,0.0025
2783,88886,86103,28593,2146831157.3571,1538166493246066787.5878,86104,7.215,0.0016,0.0016
2267,5148,2881,6461,2137461914.484,1506326976257650931.0166,2882,6.3234,0.0133,0.0075
9781,78316,68535,10609,2144371621.8882,1532341155205229928.3005,68536,5.7718,0.0027,0.0013
28836,96653,67817,23757,2148376084.9334,1537433735976816749.831,67818,5.0426,0.0011,0.0015
26568,123289,96721,9053,2151830241.1657,1527437589556885386.6005,96722,14.7556,0.0012,0.0029
23892,70916,47024,5147,2157259931.0041,1535212478821416707.8827,47025,10.8256,0.0001,0.0039
19899,94125,74226,32118,2149097267.5886,1536370146308017165.8417,74227,2.8344,0.0009,0.0016
4589,52665,48076,12871,2148009130.7604,1540666606771872306.58,48077,9.9838,0.0033,0.0018
2938,98166,95228,17215,2157413207.0584,1538307921289751872.058,95229,16.9137,0.001,0.0042
2178,101897,99719,25734,2150808370.141,1540432233609407885.2979,99720,13.6619,0.0011,0.0022
19498,35444,15946,13886,2132501926.4449,1542476517273738525.9552,15947,9.7343,0.0072,0.0013
30587,101087,70500,21231,2142919824.9631,1538081663447089677.6362,70501,12.0064,0.0025,0.0003
31543,122439,90896,30688,2147757792.8972,1537884924086428349.0637,90897,3.7281,0.0017,0.0015
19395,40680,21285,5954,2148029057.8616,1558886252082873071.5664,21286,9.631,0.004,0.0046
15144,41076,25932,5135,2135865063.3349,1543151566740667389.0299,25933,10.0135,0.006,0.0021
10189,70372,60183,14254,2146537692.9279,1549522584156681658.5453,60184,9.3767,0.0031,0.0033
12830,25784,12954,32300,2135280674.9677,1535671234423822513.8631,12955,9.9058,0.0085,0.0012
8155,85451,77296,6654,2145669628.6325,1534410237225151519.5576,77297,7.3036,0.0026,0.0019
17419,56046,38627,2753,2143575393.3565,1536256784500123818.8484,38628,5.3089,0.0032,0.0016
19617,108508,88891,6059,2151113795.514,1534559402773242081.8085,88892,6.4723,0.0004,0.0025
11848,102727,90879,20262,2151797237.2239,1543172004640339286.7766,90880,8.8011,0.0007,0.0026
27812,78505,50693,18674,2152596923.4022,1537562497639003474.9836,50694,13.8256,0.0025,0.0039
17895,96267,78372,25791,2146366155.4763,1542108832235972872.2128,78373,3.9053,0.0019,0.0011
25206,124762,99556,30894,2159255477.4765,1541102592337573801.3847,99557,18.2027,0.000,0.0055
8836,48740,39904,21443,2136195275.0237,1536991152623506785.3134,39905,11.193,0.0058,0.0001
22041,36907,14866,9119,2160724792.644,1550727098144775484.3556,14867,10.1255,0.0015,0.0085
